X,Y,LED1,LED2,LED3,LED4
2.1263,1.8342,0.0015367,2.15E-05,0.00025535,0.00042844
1.5636,3.6974,0.00034087,0.00037977,5.19E-05,0.00068306
0.80742,2.6237,0.0011647,7.96E-05,5.65E-05,0.00025113
0.89383,4.0226,0.00026915,0.013782,2.47E-05,0.00037037
2.1144,4.0846,0.00020591,0.00012625,5.39E-05,0.0012678
0.47115,0.94736,0.011901,1.20E-05,6.33E-05,6.46E-05
2.9926,0.61847,0.00071648,5.23E-06,0.0010371,0.00024469
2.3546,4.105,0.0001844,8.38E-05,6.00E-05,0.0017088
3.4797,3.1895,0.00019078,1.87E-05,0.00021053,0.0050506
3.4994,0.080599,0.00036481,2.28E-06,0.0010829,0.0001683
3.1927,4.4798,8.91E-05,2.73E-05,5.97E-05,0.0053369
0.16802,2.5769,0.00092411,5.28E-05,3.28E-05,0.00014047
0.34403,2.7226,0.00087146,7.15E-05,3.61E-05,0.00017498
1.598,3.0322,0.00064158,0.00011596,8.27E-05,0.0005793
2.6543,3.8022,0.00020433,5.40E-05,8.83E-05,0.0025724
3.2722,4.2767,0.00010063,2.63E-05,7.29E-05,0.0079899
2.0381,1.9143,0.0015737,2.42E-05,0.00022468,0.00042807
4.0999,0.42325,0.00023684,1.96E-06,0.0036798,0.00024078
3.5918,3.6694,0.0001292,1.90E-05,0.00013529,0.017216
4.8432,1.6599,0.00011969,2.78E-06,0.001019,0.00064444
2.6567,4.1987,0.00014934,5.38E-05,6.37E-05,0.002581
1.6257,1.8586,0.0027514,2.74E-05,0.00015665,0.00031276
0.52815,4.1411,0.00023278,0.00065932,1.55E-05,0.00026462
3.0548,0.88259,0.00069941,6.24E-06,0.0013697,0.00031372
3.894,0.6476,0.00029616,2.95E-06,0.009262,0.00029545
2.1173,4.3994,0.0001575,0.00010881,4.17E-05,0.0012001
0.45412,0.2204,0.0034586,6.25E-06,5.66E-05,2.28E-05
1.3324,3.4336,0.00045857,0.00035868,5.31E-05,0.00051978
0.76828,3.6689,0.00037042,0.0009486,2.93E-05,0.00032407
1.405,2.1859,0.0020132,4.20E-05,0.00011259,0.00032487
2.2004,1.8992,0.0013284,2.19E-05,0.00026543,0.00047048
2.6357,4.8983,8.21E-05,4.02E-05,3.37E-05,0.0016527
2.2871,1.995,0.0011127,2.26E-05,0.00027293,0.0005333
4.3769,2.2009,0.00015594,5.80E-06,0.00075431,0.0013311
2.5903,0.78404,0.0012115,7.32E-06,0.00058773,0.00024283
4.7181,1.6302,0.00013509,3.09E-06,0.0012871,0.00065642
3.1885,1.5703,0.0005525,9.53E-06,0.0011982,0.00060081
4.7885,4.4725,1.91E-05,6.27E-06,6.03E-05,0.0055757
1.2035,1.2351,0.03307,1.64E-05,0.00012295,0.00015392
3.3806,1.5534,0.00045988,8.33E-06,0.0017154,0.00062999
1.4453,2.0443,0.0024527,3.54E-05,0.00012382,0.00030845
3.359,3.5401,0.00016445,2.32E-05,0.0001447,0.0075726
3.4757,0.71819,0.00044342,4.24E-06,0.0034346,0.00030116
0.33996,4.3566,0.00018557,0.00027469,9.35E-06,0.0002189
1.274,0.41578,0.0077748,7.73E-06,0.00012368,8.15E-05
1.1202,2.3087,0.0018615,5.21E-05,8.42E-05,0.0002792
3.3392,0.15195,0.00043313,2.77E-06,0.0010105,0.00017513
4.222,3.766,7.56E-05,1.08E-05,0.00012668,0.045825
1.7223,3.5002,0.00039084,0.00019701,6.61E-05,0.00076744
3.9026,1.0726,0.0003008,4.15E-06,0.082356,0.00043574
3.3767,3.3995,0.00017864,2.20E-05,0.00016605,0.0062289
0.033577,2.7865,0.0006877,5.95E-05,2.58E-05,0.00013389
3.0109,4.2534,0.00011924,3.48E-05,6.92E-05,0.0046408
1.9339,2.7928,0.00069659,6.17E-05,0.00012215,0.00069124
4.58,4.5089,2.52E-05,7.54E-06,6.11E-05,0.0078856
0.0057553,2.0976,0.0013595,2.93E-05,3.39E-05,9.46E-05
2.3122,1.7906,0.0012798,1.88E-05,0.00031682,0.00046575
2.1217,2.4449,0.00085862,3.74E-05,0.00017653,0.00065051
2.3046,1.2798,0.0017871,1.24E-05,0.00039213,0.00031526
3.8508,4.6458,4.78E-05,1.40E-05,5.66E-05,0.011253
1.6124,2.3338,0.0014218,4.58E-05,0.00012457,0.00041258
3.9237,1.27,0.00029113,4.72E-06,0.015986,0.00052462
2.3568,2.1561,0.0009076,2.47E-05,0.00026194,0.00062921
0.17881,3.5127,0.00037383,0.00016695,1.86E-05,0.00018517
0.87937,2.0116,0.0031608,3.64E-05,7.70E-05,0.00019747
3.6088,0.9092,0.00039635,4.52E-06,0.0078225,0.00036526
2.3674,4.2813,0.00015858,7.85E-05,5.22E-05,0.0016801
0.76361,2.921,0.00080166,0.00012812,4.68E-05,0.00027102
1.7056,1.8679,0.0024648,2.69E-05,0.00016794,0.00033231
3.0369,1.1085,0.00071396,7.49E-06,0.0013225,0.0003789
0.95873,1.095,0.30677,1.45E-05,9.89E-05,0.00011507
3.6921,2.6112,0.00022736,1.22E-05,0.00043325,0.0023237
1.2142,2.1671,0.0022927,4.31E-05,9.67E-05,0.00027854
4.5871,3.7065,5.71E-05,7.70E-06,0.00012583,0.011173
1.3453,0.35225,0.0059501,7.25E-06,0.00012991,8.09E-05
3.8275,4.2367,7.14E-05,1.54E-05,8.23E-05,0.055895
0.94331,3.3994,0.00048765,0.00044504,4.07E-05,0.00036277
1.4375,0.68326,0.010942,9.65E-06,0.00015207,0.00011788
0.45557,4.292,0.00020102,0.00040753,1.20E-05,0.00024504
2.881,0.99917,0.00085826,7.52E-06,0.00098529,0.00032646
3.4168,3.0367,0.00021901,1.86E-05,0.00024134,0.0036618
2.733,2.7152,0.0004367,2.85E-05,0.00022764,0.0013134
2.1286,0.81162,0.0024766,9.05E-06,0.00032217,0.00019929
3.2222,0.028265,0.00045695,2.63E-06,0.00074339,0.00015164
3.2381,3.8574,0.00014173,2.76E-05,0.0001048,0.0082186
3.3951,3.8239,0.00013177,2.35E-05,0.00011256,0.0124
3.1789,2.1053,0.00044521,1.36E-05,0.00060145,0.00099657
4.7259,0.28407,0.00013182,6.35E-07,0.0011243,0.00019543
1.0447,2.9287,0.00081073,0.00013775,5.83E-05,0.00034531
3.5464,0.87078,0.00042019,4.58E-06,0.0056321,0.00034949
1.1812,3.6431,0.0003814,0.00098004,4.13E-05,0.00047054
0.59698,2.6715,0.0010328,7.86E-05,4.63E-05,0.0002143
3.0365,1.2653,0.00070023,8.42E-06,0.0012248,0.00043375
2.2507,4.5853,0.00012793,7.81E-05,3.80E-05,0.0013027
2.2936,3.791,0.00024447,9.00E-05,7.47E-05,0.0015548
3.3097,4.4352,8.62E-05,2.45E-05,6.38E-05,0.0071023
3.8514,0.34399,0.00029006,2.27E-06,0.0027646,0.00022338
1.7511,0.91764,0.0058334,1.11E-05,0.0002136,0.00017488
3.31,3.6854,0.00015341,2.51E-05,0.00012485,0.0083672
2.0808,3.4836,0.00034622,0.00010534,8.35E-05,0.001109
4.2096,3.885,6.99E-05,1.10E-05,0.00011346,0.084846
4.1646,2.5095,0.0001643,7.99E-06,0.00051527,0.0020937
1.2822,2.1275,0.0023795,4.06E-05,0.00010407,0.00028684
3.0673,3.0562,0.00027462,2.58E-05,0.00020356,0.0025608
2.9112,4.2789,0.00012324,3.88E-05,6.55E-05,0.0038035
2.7037,3.354,0.00027928,4.32E-05,0.00013055,0.0021717
4.3497,2.618,0.00013441,7.18E-06,0.00042373,0.0023059
1.3239,1.4941,0.0091609,2.07E-05,0.00013221,0.00020056
1.5904,3.5198,0.00039898,0.00026288,5.98E-05,0.00067729
0.59607,1.9081,0.0032259,3.09E-05,6.21E-05,0.00014772
4.6991,2.8384,8.94E-05,5.75E-06,0.00028322,0.0024787
3.2278,4.4393,9.03E-05,2.66E-05,6.24E-05,0.005993
2.3973,4.2147,0.00016552,7.67E-05,5.60E-05,0.0017762
3.1966,4.494,8.78E-05,2.71E-05,5.90E-05,0.0052828
2.7236,4.695,9.50E-05,4.12E-05,4.23E-05,0.0021466
3.2366,4.0772,0.00012032,2.78E-05,8.62E-05,0.0084378
2.7194,0.0067891,0.00072191,3.46E-06,0.00042258,0.00012721
3.6052,0.015453,0.00032438,1.94E-06,0.0010683,0.0001603
2.6125,0.43734,0.0010358,5.42E-06,0.00051614,0.00018217
4.9685,1.3036,0.00011195,1.82E-06,0.0011814,0.00044756
1.0934,0.11399,0.0041681,5.91E-06,9.66E-05,4.87E-05
0.52899,2.1204,0.0021284,3.82E-05,5.47E-05,0.00015684
0.54849,1.7053,0.0045117,2.48E-05,6.27E-05,0.00012541
0.31796,2.7068,0.00087518,6.88E-05,3.55E-05,0.00016988
2.0229,4.6308,0.0001326,0.0001034,3.23E-05,0.00099846
2.2419,1.4925,0.0017484,1.52E-05,0.00033892,0.00035791
1.8291,1.6904,0.0026555,2.16E-05,0.00020257,0.00032077
3.8175,4.2974,6.83E-05,1.54E-05,7.79E-05,0.039581
3.1395,1.7024,0.00055373,1.08E-05,0.00094312,0.00066548
3.8599,0.6906,0.00030728,3.15E-06,0.010713,0.00030678
4.6643,2.539,0.00010634,5.30E-06,0.00040262,0.0017475
4.8637,4.2833,2.25E-05,5.97E-06,7.00E-05,0.0058534
0.96014,1.9216,0.0038902,3.30E-05,8.51E-05,0.00019995
0.69437,3.4785,0.00044072,0.00042423,3.15E-05,0.00029494
3.4813,3.1395,0.00019658,1.83E-05,0.00022167,0.0046406
0.4691,2.2519,0.001679,4.33E-05,4.95E-05,0.00015925
2.627,2.3681,0.00060798,2.42E-05,0.00028236,0.00089785
2.6517,4.7485,9.37E-05,4.33E-05,3.92E-05,0.0018876
4.3057,0.41749,0.00019719,1.56E-06,0.0028077,0.00023634
2.4243,1.3991,0.0014256,1.29E-05,0.00043925,0.0003681
1.9673,2.235,0.001204,3.39E-05,0.00017672,0.00050529
3.3572,2.9379,0.00024256,1.88E-05,0.00026149,0.002985
3.7063,4.3882,6.86E-05,1.69E-05,7.10E-05,0.020111
2.6003,2.3455,0.00063197,2.43E-05,0.00028128,0.00086446
1.7386,2.1871,0.0015551,3.66E-05,0.00014918,0.00041545
0.74999,3.7309,0.00034872,0.0011424,2.75E-05,0.00032082
2.9305,2.3396,0.00048209,1.89E-05,0.00037319,0.0010824
1.3107,4.3041,0.00020563,0.00081357,2.71E-05,0.00053503
0.22227,2.3326,0.0012622,4.18E-05,3.84E-05,0.00013249
3.7747,2.4905,0.00022633,1.08E-05,0.00052197,0.0020108
1.2139,2.4372,0.0014991,6.07E-05,8.58E-05,0.00032055
2.212,1.1473,0.0021696,1.16E-05,0.00035834,0.00027112
3.439,0.42776,0.00043268,3.38E-06,0.0018444,0.00023035
1.7961,0.33692,0.0028881,6.60E-06,0.00019809,0.00010961
3.6817,4.442,6.66E-05,1.71E-05,6.75E-05,0.016057
1.9735,1.1658,0.003359,1.29E-05,0.0002702,0.00024095
3.4171,4.308,8.96E-05,2.26E-05,7.32E-05,0.011047
3.5202,3.5587,0.00014615,1.99E-05,0.00014811,0.011103
2.2115,4.3641,0.00015705,9.57E-05,4.51E-05,0.001353
0.097888,4.69,0.00013017,0.00011547,2.23E-06,0.00016536
1.6543,0.69845,0.0062215,9.41E-06,0.00018881,0.00013801
2.1215,1.9695,0.0013574,2.43E-05,0.00023625,0.0004699
1.3514,4.9028,0.00011861,0.00016513,1.51E-05,0.00047786
0.98527,3.224,0.00058484,0.00026745,4.69E-05,0.00036063
4.1086,4.482,4.49E-05,1.15E-05,6.60E-05,0.020384
2.1496,2.4112,0.00086714,3.55E-05,0.00018458,0.00064966
4.4389,0.070465,0.00016139,7.28E-07,0.001132,0.00016815
1.9559,3.1144,0.0005078,8.62E-05,0.00010018,0.0008344
3.8456,1.1555,0.00031589,4.61E-06,0.025157,0.00046927
1.984,2.6372,0.00078692,5.01E-05,0.00014009,0.00065856
4.0426,3.625,9.64E-05,1.24E-05,0.00014647,0.035337
3.7754,3.0371,0.00016943,1.36E-05,0.00026493,0.0049705
1.887,2.9418,0.00061818,7.64E-05,0.00010725,0.00071861
1.0801,2.1672,0.002378,4.38E-05,8.64E-05,0.00025135
3.952,1.2209,0.00028501,4.46E-06,0.024818,0.00050117
4.7465,2.1448,0.00011497,4.09E-06,0.00061399,0.0010767
1.6378,0.050887,0.0023679,5.24E-06,0.00015263,7.34E-05
3.3563,3.0441,0.00022738,1.97E-05,0.00023415,0.0034742
2.1932,4.7899,0.00010871,7.13E-05,3.05E-05,0.0011073
4.1675,0.47723,0.00022537,1.95E-06,0.004132,0.00025226
3.8443,0.17795,0.00027873,1.90E-06,0.0017785,0.00019119
0.83627,4.4312,0.00018558,0.00074619,1.58E-05,0.00034
4.3099,1.2347,0.00020601,3.38E-06,0.0079995,0.00049778
4.9494,0.044575,0.00010093,0,0.00062725,0.00014736
2.5721,4.0746,0.0001717,6.13E-05,6.81E-05,0.0023241
4.4214,0.7025,0.00018534,1.90E-06,0.0045361,0.00030187
2.9401,4.3993,0.00010995,3.65E-05,5.95E-05,0.0036954
0.77376,0.47688,0.01003,8.20E-06,7.97E-05,5.43E-05
0.99931,1.7628,0.0057388,2.78E-05,9.23E-05,0.0001876
2.0348,2.9671,0.00055822,6.74E-05,0.00011677,0.00083272
3.7435,2.9259,0.00018474,1.34E-05,0.0002988,0.0039521
4.1279,3.3384,0.00010875,1.09E-05,0.0001941,0.01092
3.9498,3.2401,0.00013221,1.25E-05,0.00021586,0.0085819
1.5926,2.1668,0.0018059,3.83E-05,0.00013306,0.00036906
2.6703,0.69879,0.0010686,6.58E-06,0.00064284,0.00023364
0.44975,3.7596,0.00032304,0.00043568,2.03E-05,0.00024482
0.55853,1.2089,0.013641,1.55E-05,6.81E-05,8.88E-05
0.68146,3.2523,0.00055143,0.00023582,3.61E-05,0.00027807
3.3933,4.2869,9.26E-05,2.32E-05,7.42E-05,0.010708
2.4759,0.42185,0.001213,5.68E-06,0.0004305,0.00016963
0.94855,4.8604,0.00012572,0.00021574,1.04E-05,0.00034091
2.475,0.1573,0.0010243,4.47E-06,0.00036528,0.0001331
0.73804,4.177,0.0002316,0.0015552,1.86E-05,0.00031964
0.27487,4.1786,0.00021378,0.00028545,1.08E-05,0.00020917
4.2536,0.24929,0.00019896,1.33E-06,0.0019589,0.0002032
2.8028,2.7294,0.0004112,2.71E-05,0.00023567,0.0014141
4.648,4.7158,1.59E-05,6.82E-06,4.98E-05,0.0049764
3.4833,1.6074,0.00041094,8.06E-06,0.001866,0.00068238
2.914,4.0323,0.00014952,3.98E-05,8.10E-05,0.0041403
4.077,3.007,0.00013732,1.04E-05,0.0002783,0.0049504
4.3951,3.9481,5.64E-05,9.28E-06,0.00010471,0.031659
4.9446,3.9959,2.88E-05,5.60E-06,8.77E-05,0.0055298
0.0026119,0.24782,0.0019597,5.77E-06,3.72E-05,3.82E-06
4.3272,1.416,0.00019886,3.80E-06,0.0042934,0.00058947
3.0628,3.2673,0.00023892,2.85E-05,0.00016715,0.0032349
4.9498,2.4483,8.49E-05,3.91E-06,0.00036727,0.0013064
2.6384,4.8643,8.47E-05,4.10E-05,3.49E-05,0.0017021
2.3976,3.7424,0.00024261,7.57E-05,8.18E-05,0.0017587
4.0067,2.8392,0.00015867,1.04E-05,0.00033966,0.0036089
1.1392,1.4948,0.012547,2.11E-05,0.00011147,0.00017572
2.4905,1.2805,0.0013632,1.14E-05,0.00050034,0.00034688
4.5043,4.4328,3.09E-05,8.16E-06,6.63E-05,0.010687
2.8733,2.234,0.00054009,1.84E-05,0.00039381,0.00094539
4.2259,4.0799,5.88E-05,1.08E-05,9.47E-05,0.08608
3.6932,0.49169,0.00034646,2.99E-06,0.0034349,0.00025289
2.9299,4.298,0.00012015,3.78E-05,6.48E-05,0.0038888
1.2337,0.13815,0.0040936,6.00E-06,0.00011015,5.78E-05
3.3321,4.4958,8.07E-05,2.36E-05,6.07E-05,0.0067886
0.41741,4.4997,0.00016597,0.00025806,8.51E-06,0.00023054
3.1298,2.6205,0.00034689,1.93E-05,0.00032412,0.0016612
3.3047,0.601,0.0005146,4.29E-06,0.0018704,0.00026209
3.6488,0.88897,0.00038108,4.33E-06,0.0092284,0.00036057
4.4538,3.5305,7.34E-05,8.50E-06,0.000153,0.011064
4.9115,4.1568,2.49E-05,5.75E-06,7.71E-05,0.0057331
3.8451,0.17417,0.00027819,1.89E-06,0.0017634,0.00019052
2.9072,3.7892,0.00018045,3.95E-05,9.93E-05,0.003905
4.6416,4.7856,1.39E-05,6.75E-06,4.67E-05,0.0045038
2.9005,1.7144,0.00070075,1.26E-05,0.00067058,0.00060468
0.084915,3.1912,0.00048225,9.89E-05,2.13E-05,0.00015899
0.6043,1.715,0.0047727,2.54E-05,6.58E-05,0.00013243
4.3136,1.0824,0.00020702,2.99E-06,0.011991,0.00043208
2.4215,3.931,0.00020633,7.60E-05,7.13E-05,0.0018755
4.2243,3.6154,8.41E-05,1.06E-05,0.00014618,0.024307
1.047,1.3942,0.021389,1.92E-05,0.00010425,0.00015328
2.7615,2.9122,0.00037197,3.16E-05,0.00019559,0.0016062
3.1494,2.105,0.00045692,1.39E-05,0.00058478,0.00098136
0.15996,0.46034,0.0031433,7.29E-06,4.52E-05,2.01E-05
3.0736,0.12014,0.00054691,3.18E-06,0.00070159,0.00015947
1.8121,2.4557,0.001069,4.68E-05,0.00013694,0.00051568
0.24766,1.3913,0.0044373,1.69E-05,5.02E-05,7.52E-05
2.4478,1.6988,0.0011651,1.62E-05,0.00038846,0.00047026
0.96255,1.4367,0.017554,2.00E-05,9.59E-05,0.0001479
0.61542,0.85452,0.019472,1.13E-05,7.20E-05,6.87E-05
1.0275,1.9963,0.0033184,3.59E-05,8.80E-05,0.00021977
0.73257,3.4882,0.00043886,0.0004678,3.23E-05,0.00030573
0.94536,1.0184,1,1.35E-05,9.78E-05,0.00010715
0.21326,3.3316,0.00044653,0.00014046,2.22E-05,0.00018524
3.176,2.2153,0.00042162,1.46E-05,0.0005258,0.0011123
1.4093,2.1665,0.0020693,4.10E-05,0.00011397,0.00032237
2.693,0.8762,0.0010756,7.51E-06,0.00070322,0.00027366
3.4758,0.96601,0.00045205,5.16E-06,0.0046066,0.00037602
2.4956,3.0821,0.00038808,4.59E-05,0.00014466,0.0014027
2.679,1.3451,0.0010434,1.09E-05,0.00063868,0.00039984
2.2259,2.7984,0.00057923,4.76E-05,0.00014988,0.00089434
0.61966,4.7239,0.00013965,0.00023069,8.13E-06,0.00026474
2.4518,3.5724,0.00027056,6.54E-05,9.62E-05,0.0017792
4.265,3.3961,9.41E-05,9.82E-06,0.00018045,0.011132
4.3696,4.7969,2.22E-05,8.57E-06,4.83E-05,0.0061906
1.3515,3.8767,0.00030092,0.0011501,3.94E-05,0.00056583
1.0423,3.0386,0.00071505,0.0001722,5.47E-05,0.00035813
2.8249,4.74,8.68E-05,3.61E-05,4.21E-05,0.0023506
3.2016,0.29821,0.00052133,3.50E-06,0.001032,0.00019469
2.0851,1.3436,0.0024684,1.44E-05,0.00029684,0.00029314
1.0299,4.9334,0.00011737,0.00018319,1.03E-05,0.0003576
4.7397,3.861,4.28E-05,6.76E-06,0.00010513,0.0087269
0.41036,2.3768,0.0013656,4.87E-05,4.48E-05,0.00016056
0.52855,3.4045,0.00045882,0.00026406,2.86E-05,0.00025075
0.71021,2.0847,0.0025531,3.85E-05,6.49E-05,0.00017925
0.8323,1.9007,0.003914,3.20E-05,7.66E-05,0.00017866
3.1048,1.0664,0.00066394,6.99E-06,0.0015508,0.00037364
2.8685,1.9147,0.00065404,1.48E-05,0.00053327,0.00070868
0.26039,0.14834,0.0024189,5.63E-06,4.65E-05,1.06E-05
4.656,2.3616,0.00011527,4.93E-06,0.00050178,0.0014268
3.6433,1.6669,0.00034874,7.51E-06,0.002113,0.00075017
3.6892,4.8792,4.25E-05,1.51E-05,4.49E-05,0.0055386
0.31702,2.7772,0.00081008,7.52E-05,3.42E-05,0.00017421
4.3022,4.2315,4.78E-05,1.00E-05,8.18E-05,0.032967
4.672,2.0403,0.00012713,4.14E-06,0.00075662,0.00099962
4.922,2.3101,9.21E-05,3.76E-06,0.00043475,0.0011567
4.2947,4.1315,5.28E-05,1.01E-05,8.97E-05,0.046945
3.9278,4.956,3.06E-05,1.20E-05,4.22E-05,0.0053552
2.5669,2.6197,0.00052869,3.06E-05,0.00021917,0.0010527
0.88801,4.6272,0.00015574,0.0003964,1.33E-05,0.00034334
1.9929,3.6951,0.00029927,0.00014426,6.79E-05,0.0010687
0.66966,2.8372,0.00086585,0.00010547,4.53E-05,0.00024279
0.15445,4.8439,0.00011474,0.00010347,1.20E-06,0.00016839
4.6957,4.1225,3.48E-05,7.05E-06,8.43E-05,0.009936
1.5065,4.798,0.00012822,0.00017001,1.94E-05,0.00056959
1.4777,3.2317,0.00054348,0.00018621,6.70E-05,0.00056049
1.6647,1.8979,0.0024776,2.81E-05,0.00015977,0.00032937
2.3353,2.3829,0.00076487,3.03E-05,0.00021911,0.00073259
3.241,4.5594,8.07E-05,2.54E-05,5.62E-05,0.0052499
0.12614,0.074269,0.0018753,5.08E-06,4.02E-05,1.90E-06
4.211,0.78347,0.00022548,2.54E-06,0.013196,0.00033233
2.7952,2.3578,0.00053281,2.12E-05,0.00032774,0.0010033
4.2705,2.715,0.00013702,7.97E-06,0.00038354,0.0027566
1.7394,0.29846,0.0029826,6.46E-06,0.00018489,0.0001019
2.2301,3.2902,0.00038011,7.28E-05,0.00010522,0.0011997
0.2712,4.4482,0.00016858,0.00020886,7.20E-06,0.00020304
0.88554,0.54816,0.015324,8.80E-06,8.92E-05,6.61E-05
3.314,2.1889,0.00038034,1.30E-05,0.00061166,0.0011614
1.6541,1.4012,0.0054029,1.76E-05,0.00018531,0.00023507
4.4924,4.9262,1.38E-05,7.43E-06,4.19E-05,0.0042681
0.59078,3.0438,0.00067286,0.00014203,3.78E-05,0.0002426
4.9421,1.2687,0.00011516,1.82E-06,0.0012748,0.0004384
2.6999,0.66307,0.0010193,6.30E-06,0.00066151,0.00022933
3.5346,2.725,0.00024118,1.47E-05,0.00035608,0.0025294
4.9975,4.139,2.21E-05,5.30E-06,7.62E-05,0.0048225
1.4392,4.185,0.000225,0.00069544,3.29E-05,0.00061319
2.0726,4.1667,0.00019496,0.00013354,4.94E-05,0.0011975
2.3242,1.0186,0.0018355,9.96E-06,0.0004172,0.0002598
3.8198,2.7221,0.0001947,1.16E-05,0.0003872,0.0028757
4.091,4.3747,5.08E-05,1.19E-05,7.29E-05,0.033517
0.50111,0.605,0.0078345,8.91E-06,6.35E-05,4.59E-05
0.89058,4.2818,0.00021285,0.0017425,1.95E-05,0.00036399
1.7982,4.4989,0.00015856,0.00017159,3.18E-05,0.0008285
0.28352,1.0893,0.0063928,1.31E-05,5.31E-05,6.00E-05
2.6094,0.3849,0.001012,5.18E-06,0.00049729,0.00017367
1.6792,2.3711,0.0012952,4.62E-05,0.000129,0.00044339
0.87835,4.1751,0.00023422,0.0034212,2.13E-05,0.00036316
1.0447,2.347,0.0017684,5.51E-05,7.78E-05,0.00026825
4.5258,2.0688,0.00014342,4.78E-06,0.00083126,0.0010911
3.377,2.5137,0.00030529,1.50E-05,0.00042504,0.0017384
2.3423,0.6272,0.0016205,7.15E-06,0.00039983,0.00019053
4.5607,0.66143,0.0001628,1.54E-06,0.0028155,0.00028436
0.52006,4.3524,0.00019261,0.00043372,1.21E-05,0.00025825
3.7277,3.0148,0.00017771,1.41E-05,0.00026941,0.0046212
3.6813,1.3265,0.00036187,5.84E-06,0.0057734,0.00054199
2.8093,4.324,0.00012519,4.33E-05,6.07E-05,0.0031235
0.92097,0.29055,0.0065474,6.97E-06,8.73E-05,5.08E-05
2.9861,2.2888,0.00047472,1.76E-05,0.00041164,0.0010692
1.4997,3.611,0.00037458,0.00038225,5.29E-05,0.00063235
0.67061,1.695,0.0054398,2.52E-05,7.01E-05,0.00013835
1.063,2.0061,0.003239,3.63E-05,9.04E-05,0.00022708
4.4747,2.6349,0.00012009,6.50E-06,0.00039535,0.0022166
0.35726,4.4712,0.00016828,0.00023992,8.07E-06,0.00021913
1.2124,3.8918,0.00030142,0.0027715,3.53E-05,0.00049622
0.26877,0.34684,0.0032334,6.76E-06,4.91E-05,2.01E-05
2.2086,1.3939,0.0019568,1.42E-05,0.00033762,0.00032632
0.066416,1.8968,0.0018099,2.50E-05,3.82E-05,8.93E-05
4.486,4.3234,3.59E-05,8.41E-06,7.35E-05,0.013998
0.98329,2.0998,0.0027068,4.05E-05,8.16E-05,0.00022486
0.46685,1.1994,0.010116,1.51E-05,6.27E-05,8.06E-05
1.5368,2.9883,0.00068664,0.00011512,8.13E-05,0.00053891
2.2803,2.397,0.00079046,3.19E-05,0.00020733,0.00071017
0.50835,4.4927,0.00016961,0.00031441,9.88E-06,0.00025067
4.9769,4.6735,7.07E-06,5.07E-06,4.78E-05,0.003265
1.6605,4.0894,0.00023474,0.0003629,4.12E-05,0.00076971
1.4867,3.5445,0.00039985,0.00034337,5.49E-05,0.00061626
0.31023,3.7161,0.00032448,0.0002813,1.82E-05,0.00021452
1.4912,4.4985,0.00016874,0.00031094,2.59E-05,0.00061298
0.23176,0.3262,0.0029693,6.58E-06,4.72E-05,1.74E-05
2.5271,1.6796,0.0010743,1.53E-05,0.0004313,0.00048424
3.8071,0.021675,0.00027335,1.62E-06,0.0012395,0.00016423
3.1553,4.1405,0.00012018,3.02E-05,7.98E-05,0.0067182
0.44946,2.5372,0.0011416,6.05E-05,4.33E-05,0.00017846
0.40431,1.8308,0.0029815,2.70E-05,5.34E-05,0.00011921
3.8862,1.1332,0.00030463,4.40E-06,0.039437,0.00046065
4.5257,2.6742,0.0001129,6.31E-06,0.00036881,0.0022681
2.6689,1.4474,0.0010188,1.18E-05,0.00059668,0.00043252
0.54577,0.34185,0.004944,7.08E-06,6.32E-05,3.36E-05
4.129,0.42485,0.00023088,1.91E-06,0.0036126,0.00024088
1.6905,0.3417,0.0034189,6.79E-06,0.00017903,0.00010285
1.4699,2.0491,0.0023848,3.53E-05,0.00012623,0.00031487
3.7316,0.61691,0.00034233,3.25E-06,0.0055261,0.00028441
0.051683,2.2151,0.0012509,3.36E-05,3.40E-05,0.0001058
0.24224,4.4947,0.0001607,0.00018572,6.23E-06,0.0001963
3.3396,1.7682,0.00044629,9.85E-06,0.0011407,0.00076417
3.0173,0.60089,0.00069421,5.08E-06,0.001068,0.00024281
2.6305,2.8456,0.00042652,3.41E-05,0.00019044,0.0013377
3.6485,4.3752,7.24E-05,1.79E-05,7.14E-05,0.017945
3.5363,1.7429,0.0003757,8.48E-06,0.0015552,0.00079083
3.9069,0.20961,0.00026638,1.85E-06,0.0019797,0.00019747
1.4399,0.7117,0.011586,9.89E-06,0.00015304,0.00012097
3.4627,0.38296,0.00041784,3.19E-06,0.0017695,0.00022203
2.7833,3.7026,0.000206,4.49E-05,0.00010151,0.003036
1.9826,2.2826,0.0011298,3.51E-05,0.00017414,0.00052695
0.30795,3.3412,0.00045768,0.00016457,2.42E-05,0.00020265
3.9009,3.4962,0.00011677,1.38E-05,0.00016583,0.018916
1.6879,2.8568,0.00074242,8.30E-05,9.82E-05,0.00057871
3.0393,3.1435,0.00026384,2.76E-05,0.00018518,0.0027337
3.7063,4.3888,6.85E-05,1.69E-05,7.10E-05,0.020068
0.52407,3.3118,0.00050195,0.00021759,3.03E-05,0.00024505
0.63944,4.3771,0.00019155,0.00056362,1.36E-05,0.00028689
2.7477,2.3376,0.0005618,2.16E-05,0.00032075,0.00095334
2.4261,0.70668,0.0014856,7.39E-06,0.00045698,0.00021177
4.4524,0.34067,0.00017053,1.16E-06,0.0018665,0.0002164
3.9948,3.5712,0.00010365,1.29E-05,0.0001544,0.027428
